site_id;nature;nom_prodcartofriches;site_id_ok;TEST
76210_1849;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;76210_1849;OK
22163_12474;Ademe;Friche étude Ademe 2021, intéressante pour du PV au sol;22163_12474;OK
72166_1278;MTE;Friche étude Ademe 2021;72166_1278;OK
22031_14219;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;22031_14219;OK
22072_15606;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;22072_15606;OK
22181_19628;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;22181_19628;OK
59155_5470;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;59155_5470;OK
28134_20786;fond friche;Appel à projet Fonds Friches;28134_20786;OK
30146_3118;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;30146_3118;OK
33015_7419;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;33015_7419;OK
80446_1194;MTE;Friche étude Ademe 2021;#N/A;#N/A
95063_22056;fond friche;Appel à projet Fonds Friches;95063_22056;OK
56010_19191;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;56010_19191;OK
28051_3791;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;28051_3791;OK
62160_1703;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;62160_1703;OK
61486_6383;fond friche;Appel à projet Fonds Friches;61486_6383;OK
07224_3205;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;07224_3205;OK
48148_5311;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;48148_5311;OK
80802_5338;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;80802_5338;OK
80080_5992;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;80080_5992;OK
89198_8548;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;89198_8548;OK
81105_9196;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;81105_9196;OK
22335_4049;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;22335_4049;OK
55310_14944;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;55310_14944;OK
41110_3991;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;41110_3991;OK
12230_893;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;12230_893;OK
67462_19669;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;67462_19669;OK
11071_2451;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;11071_2451;OK
33260_8359;MTE;Friche étude Ademe 2021;33260_8359;OK
2A004_20214;fond friche;Appel à projet Fonds Friches;2A004_20214;OK
29174_3909;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;29174_3909;OK
60603_2385;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;60603_2385;OK
38212_8041;MTE;Friche étude Ademe 2021;38212_8041;OK
34180_5258;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;34180_5258;OK
88468_23319;observatoire local;EPF Grand Est;88468_23319;OK
84025_16328;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;84025_16328;OK
60143_2311;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;60143_2311;OK
76602_15035;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;76602_15035;OK
36026_18339;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;36026_18339;OK
15120_21747;fond friche;Appel à projet Fonds Friches;15120_21747;OK
89387_19602;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;89387_19602;OK
59491_9321;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;59491_9321;OK
28422_19675;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;28422_19675;OK
2A065_1176;MTE;Site Basias ou Basol vérifié par le Cerema en 2020;2A065_1176;OK
03231_17926;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;03231_17926;OK
57144_12958;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;57144_12958;OK
22168_9656;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;22168_9656;OK
28280_3844;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;28280_3844;OK
56011_18922;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;56011_18922;OK
22092_7230;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;22092_7230;OK
03251_4241;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;03251_4241;OK
63047_11290;fond friche;Appel à projet Fonds Friches;63047_11290;OK
48099_16706;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;48099_16706;OK
28127_3820;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;28127_3820;OK
89387_19604;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;89387_19604;OK
08368_2049;observatoire local;DDT des Ardennes;08368_2049;OK
28134_9223;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;28134_9223;OK
16168_409;observatoire local;Grand Angoulême;16168_409;OK
59466_4319;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;59466_4319;OK
89387_19620;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;89387_19620;OK
50099_20134;retour utilisateur;Contribution utilisateur;50099_20134;OK
24143_16770;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;24143_16770;OK
89387_19610;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;89387_19610;OK
22210_21084;fond friche;Appel à projet Fonds Friches;22210_21084;OK
59205_12242;fond friche;Appel à projet Fonds Friches;59205_12242;OK
04070_10485;MTE;Site Basias ou Basol vérifié par le Cerema en 2020;04070_10485;OK
59632_10261;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;59632_10261;OK
49017_3658;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;49017_3658;OK
81174_6526;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;81174_6526;OK
33417_21870;fond friche;Appel à projet Fonds Friches;33417_21870;OK
61163_4620;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;61163_4620;OK
63047_9961;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;63047_9961;OK
41186_12727;MTE;Site Basias ou Basol vérifié par le Cerema en 2020;41186_12727;OK
28214_4062;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;28214_4062;OK
16168_353;observatoire local;Grand Angoulême;16168_353;OK
34142_21763;fond friche;Appel à projet Fonds Friches;34142_21763;OK
28088_19475;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;28088_19475;OK
72042_19308;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;72042_19308;OK
59496_3577;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;59496_3577;OK
67276_12505;Ademe;Friche étude Ademe 2021, intéressante pour du PV au sol;67276_12505;OK
41006_13233;MTE;Friche étude Ademe 2021;41006_13233;OK
80396_1774;MTE;Friche étude Ademe 2021;#N/A;#N/A
76101_12565;fond friche;Appel à projet Fonds Friches;76101_12565;OK
76101_12798;MTE;Site Basias ou Basol vérifié par le Cerema en 2020;76101_12798;OK
87154_6836;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;87154_6836;OK
40075_6534;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;40075_6534;OK
56066_19507;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;56066_19507;OK
87154_6830;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;87154_6830;OK
76411_15720;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;76411_15720;OK
81105_9194;MTE;Site Basias ou Basol vérifié par le Cerema en 2020;81105_9194;OK
80555_1848;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;80555_1848;OK
03177_18098;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;03177_18098;OK
10099_19372;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;10099_19372;OK
57413_12867;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;57413_12867;OK
08075_1377;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;08075_1377;OK
87059_6878;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;87059_6878;OK
48056_16696;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;48056_16696;OK
03038_13687;MTE;Friche étude Ademe 2021;03038_13687;OK
80102_1860;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;80102_1860;OK
60504_14723;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;60504_14723;OK
59036_2593;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;59036_2593;OK
60012_9445;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;60012_9445;OK
71184_18391;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;71184_18391;OK
41230_18916;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;41230_18916;OK
78490_10887;fond friche;Appel à projet Fonds Friches;78490_10887;OK
59249_13683;fond friche;Appel à projet Fonds Friches;59249_13683;OK
28280_5893;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;28280_5893;OK
80685_2395;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;80685_2395;OK
52045_10735;MTE;Friche étude Ademe 2021;52045_10735;OK
78092_20395;fond friche;Appel à projet Fonds Friches;78092_20395;OK
57089_23970;observatoire local;EPF Grand Est;57089_23970;OK
49021_21345;fond friche;Appel à projet Fonds Friches;49021_21345;OK
34293_16102;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;34293_16102;OK
05097_5994;MTE;Site Basias ou Basol vérifié par le Cerema en 2020;05097_5994;OK
54152_23256;observatoire local;EPF Grand Est;54152_23256;OK
78190_15970;MTE;Site Basias ou Basol vérifié par le Cerema en 2020;78190_15970;OK
78537_19914;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;78537_19914;OK
78311_12778;MTE;Site Basias ou Basol vérifié par le Cerema en 2020;78311_12778;OK
88327_24013;observatoire local;EPF Grand Est;88327_24013;OK
49194_7885;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;49194_7885;OK
79084_3464;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;79084_3464;OK
79257_1835;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;79257_1835;OK
79081_1844;MTE;Friche étude Ademe 2021;79081_1844;OK
79257_3452;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;79257_3452;OK
79029_10917;Ademe;Friche étude Ademe 2021, intéressante pour du PV au sol;79029_10917;OK
59038_15976;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;59038_15976;OK
56115_8107;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;56115_8107;OK
79337_4986;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;79337_4986;OK
79003_10922;fond friche;Appel à projet Fonds Friches;79003_10922;OK
79125_11711;fond friche;Appel à projet Fonds Friches;79125_11711;OK
79081_13186;MTE;Friche étude Ademe 2021;79081_13186;OK
44206_18309;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;44206_18309;OK
79337_10930;Ademe;Friche étude Ademe 2021, intéressante pour du PV au sol;79337_10930;OK
79016_12458;Ademe;Friche étude Ademe 2021, intéressante pour du PV au sol;79016_12458;OK
79115_13204;MTE;Friche étude Ademe 2021;79115_13204;OK
79100_14206;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;79100_14206;OK
79081_13630;MTE;Friche étude Ademe 2021;79081_13630;OK
79166_13694;MTE;Friche étude Ademe 2021;79166_13694;OK
79257_15267;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;79257_15267;OK
79140_17866;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;79140_17866;OK
79140_17875;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;79140_17875;OK
79140_17888;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;79140_17888;OK
02684_2572;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;02684_2572;OK
29036_19692;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;29036_19692;OK
79081_13948;MTE;Friche étude Ademe 2021;79081_13948;OK
63085_17578;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;63085_17578;OK
79257_17981;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;79257_17981;OK
79257_17988;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;79257_17988;OK
76329_9183;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;76329_9183;OK
80421_1382;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;80421_1382;OK
79254_17990;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;79254_17990;OK
79172_18131;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;79172_18131;OK
79271_18134;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;79271_18134;OK
79257_17985;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;79257_17985;OK
79087_18007;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;79087_18007;OK
79007_18153;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;79007_18153;OK
04152_1880;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;04152_1880;OK
30067_3131;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;30067_3131;OK
80298_1644;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;80298_1644;OK
80071_710;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;80071_710;OK
65307_13392;MTE;Friche étude Ademe 2021;65307_13392;OK
22337_22006;fond friche;Appel à projet Fonds Friches;22337_22006;OK
33170_3916;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;33170_3916;OK
25565_18258;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;25565_18258;OK
08139_2021;observatoire local;DDT des Ardennes;08139_2021;OK
10035_11218;fond friche;Appel à projet Fonds Friches;10035_11218;OK
81105_16201;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;81105_16201;OK
59156_13986;MTE;Friche étude Ademe 2021;#N/A;#N/A
43162_17055;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;43162_17055;OK
38416_12897;fond friche;Appel à projet Fonds Friches;38416_12897;OK
45252_19582;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;45252_19582;OK
09225_20757;fond friche;Appel à projet Fonds Friches;09225_20757;OK
10223_19766;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;10223_19766;OK
81105_20738;observatoire local;Région Occitanie;81105_20738;OK
64102_20178;fond friche;Appel à projet Fonds Friches;64102_20178;OK
59178_9278;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;59178_9278;OK
38242_21641;fond friche;Appel à projet Fonds Friches;38242_21641;OK
08381_11912;fond friche;Appel à projet Fonds Friches;08381_11912;OK
25231_13225;MTE;Friche étude Ademe 2021;25231_13225;OK
66076_14561;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;66076_14561;OK
19167_17339;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;19167_17339;OK
17323_7025;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;17323_7025;OK
81049_15668;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;81049_15668;OK
65069_11154;MTE;Cerema AO Ademe;65069_11154;OK
57633_12348;Ademe;Friche étude Ademe 2021, intéressante pour du PV au sol;57633_12348;OK
57136_12364;Ademe;Friche étude Ademe 2021, intéressante pour du PV au sol;57136_12364;OK
22072_8822;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;22072_8822;OK
65444_11159;Ademe;Friche étude Ademe 2021, intéressante pour du PV au sol;65444_11159;OK
65286_11722;fond friche;Appel à projet Fonds Friches;65286_11722;OK
31490_3084;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;31490_3084;OK
59336_12243;fond friche;Appel à projet Fonds Friches;59336_12243;OK
65127_13394;MTE;Friche étude Ademe 2021;65127_13394;OK
80826_24210;observatoire local;DDTM de la Somme;80826_24210;OK
59455_15967;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;59455_15967;OK
08081_2093;observatoire local;DDT des Ardennes;08081_2093;OK
48036_16607;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;48036_16607;OK
57484_11549;Ademe;Friche étude Ademe 2021, intéressante pour du PV au sol;57484_11549;OK
65021_2450;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;65021_2450;OK
59178_10257;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;59178_10257;OK
57332_12866;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;57332_12866;OK
57606_12865;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;57606_12865;OK
64273_12621;fond friche;Appel à projet Fonds Friches;64273_12621;OK
57221_14700;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;57221_14700;OK
57672_14715;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;57672_14715;OK
48001_16898;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;48001_16898;OK
35246_16039;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;35246_16039;OK
31451_5060;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;31451_5060;OK
65054_10706;MTE;Friche étude Ademe 2021;65054_10706;OK
65127_11118;Ademe;Friche étude Ademe 2021, intéressante pour du PV au sol;65127_11118;OK
35288_18514;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;35288_18514;OK
